ticker,name,sector,index
YOU,CLEAR SECURE INC CLASS A,Information Technology,Russell 2000
VCEL,VERICEL CORP,Health Care,Russell 2000
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Russell 2000
CARG,CARGURUS INC CLASS A,Communication,Russell 2000
USD,USD CASH,Cash and/or Derivatives,Russell 2000
NEO,NEOGENOMICS INC,Health Care,Russell 2000
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,Russell 2000
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Russell 2000
STEP,STEPSTONE GROUP INC CLASS A,Financials,Russell 2000
GFF,GRIFFON CORP,Industrials,Russell 2000
GVA,GRANITE CONSTRUCTION INC,Industrials,Russell 2000
MGPI,MGP INGREDIENTS INC,Consumer Staples,Russell 2000
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Russell 2000
CRVL,CORVEL CORP,Health Care,Russell 2000
BKU,BANKUNITED INC,Financials,Russell 2000
JBGS,JBG SMITH PROPERTIES,Real Estate,Russell 2000
AROC,ARCHROCK INC,Energy,Russell 2000
BEAM,BEAM THERAPEUTICS INC,Health Care,Russell 2000
RC,READY CAPITAL CORP,Financials,Russell 2000
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,Russell 2000
SXI,STANDEX INTERNATIONAL CORP,Industrials,Russell 2000
GEF,GREIF INC CLASS A,Materials,Russell 2000
TOWN,TOWNEBANK,Financials,Russell 2000
PLUS,EPLUS,Information Technology,Russell 2000
SCL,STEPAN,Materials,Russell 2000
XPEL,XPEL INC,Consumer Discretionary,Russell 2000
ALG,ALAMO GROUP INC,Industrials,Russell 2000
UPWK,UPWORK INC,Industrials,Russell 2000
UPBD,UPBOUND GROUP INC,Consumer Discretionary,Russell 2000
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,Russell 2000
IVT,INVENTRUST PROPERTIES CORP,Real Estate,Russell 2000
CNS,COHEN & STEERS INC,Financials,Russell 2000
BGC,BGC GROUP INC CLASS A,Financials,Russell 2000
PAYO,PAYONEER GLOBAL INC,Financials,Russell 2000
SLG,SL GREEN REALTY REIT CORP,Real Estate,Russell 2000
MXL,MAXLINEAR INC,Information Technology,Russell 2000
KAR,OPENLANE INC,Industrials,Russell 2000
CSGS,CSG SYSTEMS INTERNATIONAL INC,Industrials,Russell 2000
SONO,SONOS INC,Consumer Discretionary,Russell 2000
MARA,MARATHON DIGITAL HOLDINGS INC,Information Technology,Russell 2000
TGH,TEXTAINER GROUP HOLDINGS LTD,Industrials,Russell 2000
INSW,INTERNATIONAL SEAWAYS INC,Energy,Russell 2000
RIOT,RIOT PLATFORMS INC,Information Technology,Russell 2000
CBAY,CYMABAY THERAPEUTICS INC,Health Care,Russell 2000
ODP,ODP CORP,Consumer Discretionary,Russell 2000
NAVI,NAVIENT CORP,Financials,Russell 2000
SNEX,STONEX GROUP INC,Financials,Russell 2000
COHU,COHU INC,Information Technology,Russell 2000
AI,C3 AI INC CLASS A,Information Technology,Russell 2000
PRVA,PRIVIA HEALTH GROUP INC,Health Care,Russell 2000
JBLU,JETBLUE AIRWAYS CORP,Industrials,Russell 2000
BOH,BANK OF HAWAII CORP,Financials,Russell 2000
MORF,MORPHIC HOLDING INC,Health Care,Russell 2000
DO,DIAMOND OFFSHORE DRILLING INC,Energy,Russell 2000
HBI,HANESBRANDS INC,Consumer Discretionary,Russell 2000
VSTO,VISTA OUTDOOR INC,Consumer Discretionary,Russell 2000
BRZE,BRAZE INC CLASS A,Information Technology,Russell 2000
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,Russell 2000
WAFD,WASHINGTON FEDERAL INC,Financials,Russell 2000
VTYX,VENTYX BIOSCIENCES INC,Health Care,Russell 2000
RLJ,RLJ LODGING TRUST REIT,Real Estate,Russell 2000
PRG,PROG HOLDINGS INC,Financials,Russell 2000
BORR,BORR DRILLING LTD,Energy,Russell 2000
ANDE,ANDERSONS INC,Consumer Staples,Russell 2000
OUT,OUTFRONT MEDIA INC,Real Estate,Russell 2000
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Russell 2000
TROX,TRONOX HOLDINGS PLC,Materials,Russell 2000
IDYA,IDEAYA BIOSCIENCES INC,Health Care,Russell 2000
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Russell 2000
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,Russell 2000
PCRX,PACIRA BIOSCIENCES INC,Health Care,Russell 2000
VRNT,VERINT SYSTEMS INC,Information Technology,Russell 2000
VGR,VECTOR GROUP LTD,Consumer Staples,Russell 2000
BRP,BRP GROUP INC CLASS A,Financials,Russell 2000
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Russell 2000
SWTX,SPRINGWORKS THERAPEUTICS INC,Health Care,Russell 2000
BMBL,BUMBLE INC CLASS A,Communication,Russell 2000
PGTI,PGT INNOVATIONS INC,Industrials,Russell 2000
BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,Russell 2000
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,Russell 2000
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Russell 2000
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,Russell 2000
MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,Russell 2000
CRNX,CRINETICS PHARMACEUTICALS INC,Health Care,Russell 2000
AGIO,AGIOS PHARMACEUTICALS INC,Health Care,Russell 2000
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Russell 2000
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary,Russell 2000
HNI,HNI CORP,Industrials,Russell 2000
ENVA,ENOVA INTERNATIONAL INC,Financials,Russell 2000
JACK,JACK IN THE BOX INC,Consumer Discretionary,Russell 2000
MBC,MASTERBRAND INC,Industrials,Russell 2000
ASAN,ASANA INC CLASS A,Information Technology,Russell 2000
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Russell 2000
RKLB,ROCKET LAB USA INC,Industrials,Russell 2000
SABR,SABRE CORP,Consumer Discretionary,Russell 2000
SLVM,SYLVAMO CORP,Materials,Russell 2000
WKC,WORLD KINECT,Energy,Russell 2000
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,Russell 2000
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,Russell 2000
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Russell 2000
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,Russell 2000
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,Russell 2000
AKR,ACADIA REALTY TRUST REIT,Real Estate,Russell 2000
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Russell 2000
VKTX,VIKING THERAPEUTICS INC,Health Care,Russell 2000
AVDX,AVIDXCHANGE HOLDINGS INC,Financials,Russell 2000
CNNE,CANNAE HOLDINGS INC,Financials,Russell 2000
SMTC,SEMTECH CORP,Information Technology,Russell 2000
PI,IMPINJ INC,Information Technology,Russell 2000
PRO,PROS HOLDINGS INC,Information Technology,Russell 2000
TFIN,TRIUMPH FINANCIAL INC,Financials,Russell 2000
HLF,HERBALIFE NUTRITION LTD,Consumer Staples,Russell 2000
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Russell 2000
VRE,VERIS RESIDENTIAL INC,Real Estate,Russell 2000
FL,FOOT LOCKER INC,Consumer Discretionary,Russell 2000
VECO,VEECO INSTRUMENTS INC,Information Technology,Russell 2000
TNC,TENNANT,Industrials,Russell 2000
AMRC,AMERESCO INC CLASS A,Industrials,Russell 2000
PRK,PARK NATIONAL CORP,Financials,Russell 2000
RVNC,REVANCE THERAPEUTICS INC,Health Care,Russell 2000
LUMN,LUMEN TECHNOLOGIES INC,Communication,Russell 2000
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,Russell 2000
CIM,CHIMERA INVESTMENT CORP,Financials,Russell 2000
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Russell 2000
WSBC,WESBANCO INC,Financials,Russell 2000
LAZR,LUMINAR TECHNOLOGIES INC CLASS A,Consumer Discretionary,Russell 2000
HTH,HILLTOP HOLDINGS INC,Financials,Russell 2000
CERE,CEREVEL THERAPEUTICS HOLDINGS INC,Health Care,Russell 2000
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Russell 2000
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,Russell 2000
TGTX,TG THERAPEUTICS INC,Health Care,Russell 2000
RNST,RENASANT CORP,Financials,Russell 2000
LTC,LTC PROPERTIES REIT INC,Real Estate,Russell 2000
HEES,H AND E EQUIPMENT SERVICES INC,Industrials,Russell 2000
LNN,LINDSAY CORP,Industrials,Russell 2000
IBTX,INDEPENDENT BANK GROUP INC,Financials,Russell 2000
GTY,GETTY REALTY REIT CORP,Real Estate,Russell 2000
LZB,LA-Z-BOY INC,Consumer Discretionary,Russell 2000
TWO,TWO HARBORS INVESTMENT CORP,Financials,Russell 2000
MDRX,VERADIGM INC,Health Care,Russell 2000
RDNT,RADNET INC,Health Care,Russell 2000
AGYS,AGILYSYS INC,Information Technology,Russell 2000
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Russell 2000
ALGT,ALLEGIANT TRAVEL,Industrials,Russell 2000
BANR,BANNER CORP,Financials,Russell 2000
NNI,NELNET INC CLASS A,Financials,Russell 2000
TTMI,TTM TECHNOLOGIES INC,Information Technology,Russell 2000
MLKN,MILLERKNOLL INC,Industrials,Russell 2000
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,Russell 2000
VICR,VICOR CORP,Industrials,Russell 2000
NBTB,NBT BANCORP INC,Financials,Russell 2000
OFG,OFG BANCORP,Financials,Russell 2000
AMEH,APOLLO MEDICAL HOLDINGS INC,Health Care,Russell 2000
TWST,TWIST BIOSCIENCE CORP,Health Care,Russell 2000
NVEE,NV5 GLOBAL INC,Industrials,Russell 2000
ADUS,ADDUS HOMECARE CORP,Health Care,Russell 2000
ERII,ENERGY RECOVERY INC,Industrials,Russell 2000
SQSP,SQUARESPACE INC CLASS A,Information Technology,Russell 2000
ARVN,ARVINAS INC,Health Care,Russell 2000
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,Russell 2000
HTLF,HEARTLAND FINANCIAL USA INC,Financials,Russell 2000
TRMK,TRUSTMARK CORP,Financials,Russell 2000
CTS,CTS CORP,Information Technology,Russell 2000
NOVA,SUNNOVA ENERGY INTERNATIONAL INC,Utilities,Russell 2000
ELME,ELME,Real Estate,Russell 2000
NXGN,NEXTGEN HEALTHCARE INC,Health Care,Russell 2000
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,Russell 2000
MSEX,MIDDLESEX WATER,Utilities,Russell 2000
MYGN,MYRIAD GENETICS INC,Health Care,Russell 2000
KN,KNOWLES CORP,Information Technology,Russell 2000
AMWD,AMERICAN WOODMARK CORP,Industrials,Russell 2000
CXM,SPRINKLR INC CLASS A,Information Technology,Russell 2000
SVC,SERVICE PROPERTIES TRUST,Real Estate,Russell 2000
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Russell 2000
CHCO,CITY HOLDING,Financials,Russell 2000
CODI,COMPASS DIVERSIFIED,Financials,Russell 2000
SFL,SFL LTD,Energy,Russell 2000
ACLX,ARCELLX INC,Health Care,Russell 2000
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,Russell 2000
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,Russell 2000
FSR,FISKER INC CLASS A,Consumer Discretionary,Russell 2000
PLMR,PALOMAR HOLDINGS INC,Financials,Russell 2000
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Russell 2000
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Russell 2000
RADI,RADIUS GLOBAL INFRASTRUCTURE INC C,Communication,Russell 2000
DNOW,NOW INC,Industrials,Russell 2000
CASH,PATHWARD FINANCIAL INC,Financials,Russell 2000
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,Russell 2000
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Russell 2000
OEC,ORION SA,Materials,Russell 2000
LADR,LADDER CAPITAL CORP CLASS A,Financials,Russell 2000
UUUU,ENERGY FUELS INC,Energy,Russell 2000
SG,SWEETGREEN INC CLASS A,Consumer Discretionary,Russell 2000
EXPI,EXP WORLD HOLDINGS INC,Real Estate,Russell 2000
GBX,GREENBRIER INC,Industrials,Russell 2000
KALU,KAISER ALUMINIUM CORP,Materials,Russell 2000
NBR,NABORS INDUSTRIES LTD,Energy,Russell 2000
USPH,US PHYSICAL THERAPY INC,Health Care,Russell 2000
PWSC,POWERSCHOOL HOLDINGS INC CLASS A,Information Technology,Russell 2000
GPRE,GREEN PLAINS INC,Energy,Russell 2000
CARS,CARS.COM INC,Communication,Russell 2000
CPRX,CATALYST PHARMACEUTICALS INC,Health Care,Russell 2000
LKFN,LAKELAND FINANCIAL CORP,Financials,Russell 2000
XNCR,XENCOR INC,Health Care,Russell 2000
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,Russell 2000
PLAB,PHOTRONICS INC,Information Technology,Russell 2000
EVRI,EVERI HOLDINGS INC,Consumer Discretionary,Russell 2000
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Russell 2000
OMI,OWENS & MINOR INC,Health Care,Russell 2000
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate,Russell 2000
GPOR,GULFPORT ENERGY CORP,Energy,Russell 2000
AEHR,AEHR TEST SYSTEMS,Information Technology,Russell 2000
NWBI,NORTHWEST BANCSHARES INC,Financials,Russell 2000
SYBT,STOCK YARDS BANCORP INC,Financials,Russell 2000
DHT,DHT HOLDINGS INC,Energy,Russell 2000
RCKT,ROCKET PHARMACEUTICALS INC,Health Care,Russell 2000
SAGE,SAGE THERAPEUTICS INC,Health Care,Russell 2000
SCHL,SCHOLASTIC CORP,Communication,Russell 2000
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Russell 2000
ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care,Russell 2000
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care,Russell 2000
MRTN,MARTEN TRANSPORT LTD,Industrials,Russell 2000
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Russell 2000
CHGG,CHEGG INC,Consumer Discretionary,Russell 2000
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,Russell 2000
UNIT,UNITI GROUP INC,Real Estate,Russell 2000
IMVT,IMMUNOVANT INC,Health Care,Russell 2000
ATSG,AIR TRANSPORT SERVICES GROUP INC,Industrials,Russell 2000
JELD,JELD WEN HOLDING INC,Industrials,Russell 2000
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Industrials,Russell 2000
AZZ,AZZ INC,Industrials,Russell 2000
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,Russell 2000
FBK,FB FINANCIAL CORP,Financials,Russell 2000
CXW,CORECIVIC REIT INC,Industrials,Russell 2000
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,Russell 2000
SGH,SMART GLOBAL HOLDINGS,Information Technology,Russell 2000
UVV,UNIVERSAL CORP,Consumer Staples,Russell 2000
JAMF,JAMF HOLDING CORP,Information Technology,Russell 2000
ESTE,EARTHSTONE ENERGY INC CLASS A,Energy,Russell 2000
WABC,WESTAMERICA BANCORPORATION,Financials,Russell 2000
STC,STEWART INFO SERVICES CORP,Financials,Russell 2000
DDS,DILLARDS INC CLASS A,Consumer Discretionary,Russell 2000
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Financials,Russell 2000
FBRT,FRANKLIN BSP REALTY TRUST INC,Financials,Russell 2000
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Russell 2000
DNUT,KRISPY KREME INC,Consumer Discretionary,Russell 2000
CVI,CVR ENERGY INC,Energy,Russell 2000
CLB,CORE LABORATORIES INC,Energy,Russell 2000
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,Russell 2000
NUVL,NUVALENT INC CLASS A,Health Care,Russell 2000
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Russell 2000
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,Russell 2000
GERN,GERON CORP,Health Care,Russell 2000
HMN,HORACE MANN EDUCATORS CORP,Financials,Russell 2000
CMPR,CIMPRESS PLC,Industrials,Russell 2000
HWKN,HAWKINS INC,Materials,Russell 2000
UFPT,UFP TECHNOLOGIES INC,Health Care,Russell 2000
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Russell 2000
BHVN,BIOHAVEN LTD,Health Care,Russell 2000
MFA,MFA FINANCIAL INC,Financials,Russell 2000
LOB,LIVE OAK BANCSHARES INC,Financials,Russell 2000
TRUP,TRUPANION INC,Financials,Russell 2000
CRK,COMSTOCK RESOURCES INC,Energy,Russell 2000
BUSE,FIRST BUSEY CORP,Financials,Russell 2000
ASTE,ASTEC INDUSTRIES INC,Industrials,Russell 2000
LMAT,LEMAITRE VASCULAR INC,Health Care,Russell 2000
KFRC,KFORCE INC,Industrials,Russell 2000
MNKD,MANNKIND CORP,Health Care,Russell 2000
MGNI,MAGNITE INC,Communication,Russell 2000
PAR,PAR TECHNOLOGY CORP,Information Technology,Russell 2000
ZUO,ZUORA INC CLASS A,Information Technology,Russell 2000
ECPG,ENCORE CAPITAL GROUP INC,Financials,Russell 2000
RCUS,ARCUS BIOSCIENCES INC,Health Care,Russell 2000
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,Russell 2000
ATEC,ALPHATEC HOLDNGS INC,Health Care,Russell 2000
DGII,DIGI INTERNATIONAL INC,Information Technology,Russell 2000
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,Russell 2000
APOG,APOGEE ENTERPRISES INC,Industrials,Russell 2000
STEL,STELLAR BANCORP INC,Financials,Russell 2000
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Russell 2000
ZIP,ZIPRECRUITER INC CLASS A,Communication,Russell 2000
HLIT,HARMONIC INC,Information Technology,Russell 2000
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,Russell 2000
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary,Russell 2000
ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,Information Technology,Russell 2000
FBNC,FIRST BANCORP,Financials,Russell 2000
WMK,WEIS MARKETS INC,Consumer Staples,Russell 2000
ETNB,89BIO INC,Health Care,Russell 2000
LGND,LIGAND PHARMACEUTICALS INC,Health Care,Russell 2000
LZ,LEGALZOOM COM INC,Industrials,Russell 2000
NWLI,NATIONAL WESTERN LIFE GROUP INC CL,Financials,Russell 2000
SLCA,US SILICA HOLDINGS INC,Energy,Russell 2000
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Russell 2000
HOPE,HOPE BANCORP INC,Financials,Russell 2000
TCBK,TRICO BANCSHARES,Financials,Russell 2000
OCFC,OCEANFIRST FINANCIAL CORP,Financials,Russell 2000
BKE,BUCKLE INC,Consumer Discretionary,Russell 2000
ATEN,A10 NETWORKS INC,Information Technology,Russell 2000
PHR,PHREESIA INC,Health Care,Russell 2000
DEI,DOUGLAS EMMETT REIT INC,Real Estate,Russell 2000
CMTG,CLAROS MORTGAGE TRUST INC,Financials,Russell 2000
STBA,S AND T BANCORP INC,Financials,Russell 2000
EIG,EMPLOYERS HOLDINGS INC,Financials,Russell 2000
AMLX,AMYLYX PHARMACEUTICALS INC,Health Care,Russell 2000
PUMP,PROPETRO HOLDING CORP,Energy,Russell 2000
ADEA,ADEIA INC,Information Technology,Russell 2000
SASR,SANDY SPRING BANCORP INC,Financials,Russell 2000
CIR,CIRCOR INTERNATIONAL INC,Industrials,Russell 2000
AVPT,AVEPOINT INC CLASS A,Information Technology,Russell 2000
AVTA,AVANTAX INC,Financials,Russell 2000
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,Russell 2000
AMSF,AMERISAFE INC,Financials,Russell 2000
WINA,WINMARK CORP,Consumer Discretionary,Russell 2000
CHEF,CHEFS WAREHOUSE INC,Consumer Staples,Russell 2000
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Russell 2000
WNC,WABASH NATIONAL CORP,Industrials,Russell 2000
PDFS,PDF SOLUTIONS INC,Information Technology,Russell 2000
UTZ,UTZ BRANDS INC CLASS A,Consumer Staples,Russell 2000
TRS,TRIMAS CORP,Materials,Russell 2000
DRQ,DRIL QUIP INC,Energy,Russell 2000
VTLE,VITAL ENERGY INC,Energy,Russell 2000
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care,Russell 2000
NTST,NETSTREIT CORP,Real Estate,Russell 2000
CUBI,CUSTOMERS BANCORP INC,Financials,Russell 2000
AUR,AURORA INNOVATION INC CLASS A,Information Technology,Russell 2000
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,Russell 2000
AAT,AMERICAN ASSETS TRUST REIT INC,Real Estate,Russell 2000
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,Russell 2000
ACHR,ARCHER AVIATION INC CLASS A,Industrials,Russell 2000
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Russell 2000
TVTX,TRAVERE THERAPEUTICS INC,Health Care,Russell 2000
OSCR,OSCAR HEALTH INC CLASS A,Financials,Russell 2000
SSTK,SHUTTERSTOCK INC,Communication,Russell 2000
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology,Russell 2000
GSAT,GLOBALSTAR VOTING INC,Communication,Russell 2000
PACW,PACWEST BANCORP,Financials,Russell 2000
ECVT,ECOVYST INC,Materials,Russell 2000
PGRE,PARAMOUNT GROUP REIT INC,Real Estate,Russell 2000
WT,WISDOMTREE INC,Financials,Russell 2000
IRBT,IROBOT CORP,Consumer Discretionary,Russell 2000
ARDX,ARDELYX INC,Health Care,Russell 2000
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Financials,Russell 2000
EVBG,EVERBRIDGE INC,Information Technology,Russell 2000
OSTK,OVERSTOCK COM INC,Consumer Discretionary,Russell 2000
CMCO,COLUMBUS MCKINNON CORP,Industrials,Russell 2000
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Russell 2000
COMP,COMPASS INC CLASS A,Real Estate,Russell 2000
LESL,LESLIES INC,Consumer Discretionary,Russell 2000
RPT,RPT REALTY,Real Estate,Russell 2000
NIC,NICOLET BANKSHARES INC,Financials,Russell 2000
SPNT,SIRIUSPOINT LTD,Financials,Russell 2000
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,Russell 2000
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,Russell 2000
SAFT,SAFETY INSURANCE GROUP INC,Financials,Russell 2000
MODN,MODEL N INC,Information Technology,Russell 2000
VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,Russell 2000
NG,NOVAGOLD RESOURCES INC,Materials,Russell 2000
PLYM,PLYMOUTH INDUSTRIAL REIT INC,Real Estate,Russell 2000
EMBC,EMBECTA CORP,Health Care,Russell 2000
RDFN,REDFIN CORP,Real Estate,Russell 2000
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Real Estate,Russell 2000
AVNS,AVANOS MEDICAL INC,Health Care,Russell 2000
CCF,CHASE CORP,Materials,Russell 2000
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Russell 2000
ARLO,ARLO TECHNOLOGIES INC,Information Technology,Russell 2000
MNRO,MONRO INC,Consumer Discretionary,Russell 2000
PEBO,PEOPLES BANCORP INC,Financials,Russell 2000
PRA,PROASSURANCE CORP,Financials,Russell 2000
CAL,CALERES INC,Consumer Discretionary,Russell 2000
HAIN,HAIN CELESTIAL GROUP INC,Consumer Staples,Russell 2000
PLRX,PLIANT THERAPEUTICS INC,Health Care,Russell 2000
GOGL,GOLDEN OCEAN GROUP LTD,Industrials,Russell 2000
CSR,CENTERSPACE,Real Estate,Russell 2000
TNK,TEEKAY TANKERS LTD CLASS A,Energy,Russell 2000
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,Russell 2000
NX,QUANEX BUILDING PRODUCTS CORP,Industrials,Russell 2000
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,Russell 2000
NABL,N ABLE INC,Information Technology,Russell 2000
TMST,TIMKENSTEEL CORP,Materials,Russell 2000
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Russell 2000
AVID,AVID TECHNOLOGY INC,Information Technology,Russell 2000
VBTX,VERITEX HOLDINGS INC,Financials,Russell 2000
THR,THERMON GROUP HOLDINGS INC,Industrials,Russell 2000
QTRX,QUANTERIX CORP,Health Care,Russell 2000
CRNC,CERENCE INC,Information Technology,Russell 2000
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary,Russell 2000
SOVO,SOVOS BRANDS INC,Consumer Staples,Russell 2000
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,Financials,Russell 2000
DLX,DELUXE CORP,Industrials,Russell 2000
ICHR,ICHOR HOLDINGS LTD,Information Technology,Russell 2000
SPNS,SAPIENS INTERNATIONAL NV,Information Technology,Russell 2000
QCRH,QCR HOLDINGS INC,Financials,Russell 2000
MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials,Russell 2000
LPG,DORIAN LPG LTD,Energy,Russell 2000
GABC,GERMAN AMERICAN BANCORP INC,Financials,Russell 2000
FLNG,FLEX LNG LTD,Energy,Russell 2000
INDI,INDIE SEMICONDUCTOR INC CLASS A,Information Technology,Russell 2000
RWT,REDWOOD TRUST REIT INC,Financials,Russell 2000
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Russell 2000
RGR,STURM RUGER INC,Consumer Discretionary,Russell 2000
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Russell 2000
PRM,PERIMETER SOLUTIONS SA,Materials,Russell 2000
MED,MEDIFAST INC,Consumer Staples,Russell 2000
LBAI,LAKELAND BANCORP INC,Financials,Russell 2000
PCT,PURECYCLE TECHNOLOGIES INC,Materials,Russell 2000
CTKB,CYTEK BIOSCIENCES INC,Health Care,Russell 2000
LGFB,LIONS GATE ENTERTAINMENT NON VOTIN,Communication,Russell 2000
OBK,ORIGIN BANCORP INC,Financials,Russell 2000
JBI,JANUS INTERNATIONAL GROUP INC,Industrials,Russell 2000
ACT,ENACT HOLDINGS INC,Financials,Russell 2000
FBMS,FIRST BANCSHARES INC,Financials,Russell 2000
MDXG,MIMEDX GROUP INC,Health Care,Russell 2000
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Russell 2000
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Financials,Russell 2000
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,Russell 2000
IE,IVANHOE ELECTRIC INC,Materials,Russell 2000
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,Russell 2000
EFC,ELLINGTON FINANCIAL INC,Financials,Russell 2000
SBSI,SOUTHSIDE BANCSHARES INC,Financials,Russell 2000
UDMY,UDEMY INC,Consumer Discretionary,Russell 2000
RLAY,RELAY THERAPEUTICS INC,Health Care,Russell 2000
GEO,GEO GROUP REIT INC,Industrials,Russell 2000
ACMR,ACM RESEARCH CLASS A INC,Information Technology,Russell 2000
RILY,B RILEY FINANCIAL INC,Financials,Russell 2000
NXRT,NEXPOINT RESIDENTIAL TRUST INC,Real Estate,Russell 2000
ESMT,ENGAGESMART INC,Information Technology,Russell 2000
DOLE,DOLE PLC,Consumer Staples,Russell 2000
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,Russell 2000
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,Russell 2000
